id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21651802,"YX3,三人双床房+旺角市区中心+亚皆老街先达广场楼上+附近朗豪坊+女人街+电子街",122131447,Debe,,Kowloon City,22.31711,114.177,Private room,12061,1,5,2018-11-20,0.11,83,0,0,
21652047,"YX4,四人3床房+旺角地铁站1分钟+波鞋街+朗豪坊+女人街+电子街+美食街+购物",122131447,Debe,,Kowloon City,22.3156,114.17751,Private room,12131,1,31,2019-06-17,0.67,83,0,0,
21652192,"YX4,四人三床房+地铁2分钟+波鞋街+附近朗豪坊+女人街+电子街+百老汇",122131447,Debe,,Kowloon City,22.31709,114.1756,Private room,12061,1,12,2019-05-06,0.28,83,0,0,
21652351,"YX4,四人房+波鞋街+亚皆老街先达广场+附近朗豪坊+女人街+电子街+美食街",122131447,Debe,,Kowloon City,22.3169,114.1754,Private room,12061,1,18,2019-03-24,0.39,83,0,0,
21666427,Lake House with stunning sea view in Sai Kung,876064,Jean-Pierre,,Sai Kung,22.39057,114.30652,Entire home/apt,2643,2,10,2021-08-14,0.49,1,0,3,
21667914,商务情侣客房，环境舒适，地铁出口，,47887152,Oceana,,Yau Tsim Mong,22.2967,114.17257,Private room,268,1,27,2019-03-31,0.60,5,365,0,
21668078,"HQ2-2人双床房海港城,中港城码头地铁口,SOGO,免税店,星光大道,尖沙咀繁华购物中心,独立卫浴",122131447,Debe,,Yau Tsim Mong,22.29412,114.18015,Private room,386,1,20,2018-11-19,0.43,83,51,0,
21668251,HQ2-2人双床房 尖沙咀商圈@温馨舒适@可入住1~2人房源独立卫浴,122131447,Debe,,Yau Tsim Mong,22.29513,114.17882,Private room,386,1,20,2018-11-05,0.42,83,51,0,
21669368,"HQ1-1/2人大床房海港城,中港城码头地铁口SOGO,免税店,星光大道尖沙咀繁华购物中心,独立卫浴",122131447,Debe,,Yau Tsim Mong,22.29321,114.1803,Private room,386,1,3,2018-02-11,0.06,83,51,0,
21669948,"HQ3-3人亲子房,附近有海港城,码头,SOGO,免税店,星光大道,尖沙咀繁华购物中心,在地铁楼上",122131447,Debe,,Yau Tsim Mong,22.29283,114.17878,Private room,437,1,12,2018-02-02,0.25,83,51,0,
21671932,"Centrally located 1-Bed with Study, Hong Kong",138649185,Fiona,,Central & Western,22.28033,114.15488,Entire home/apt,1320,30,0,,,179,365,0,
21684229,"HS2,2人双床房地铁1分钟+稻香、翠华餐厅、肥姐小食+SASA、卓悦+朗豪坊+女人街",122131447,Debe,,Yau Tsim Mong,22.31596,114.16841,Private room,299,1,1,2019-02-28,0.03,83,180,0,
21685410,Flat Share room in Prince Edward (PE1a),67709885,Steven,,Sham Shui Po,22.3276,114.1674,Private room,180,29,0,,,270,179,0,
21701544,Newly renovated1202@ Explore like local,6067974,Wilson,,Eastern,22.28887,114.19367,Entire home/apt,1400,30,1,2020-02-29,0.05,44,364,0,
21701646,Newly renovated - Large Studio Flat,6067974,Wilson,,Eastern,22.28865,114.19202,Entire home/apt,1000,28,3,2019-03-31,0.07,44,364,0,
21702594,New Studio Room 1min to TST MTR  (5.4),68260785,Jack,,Yau Tsim Mong,22.29948,114.17308,Entire home/apt,450,28,7,2019-11-16,0.16,17,329,0,
21704206,Modern Private Bedroom in the heart of HK,50244762,Tiffany,,Yau Tsim Mong,22.31846,114.1696,Private room,488,2,3,2018-12-12,0.07,1,88,0,
21715934,27C Tung Chung 2 bedroom 1 bathroom apartment,76545056,Rita,,Islands,22.29537,113.94705,Entire home/apt,850,30,1,2018-03-02,0.02,19,362,0,
21734659,Executive apartment in a Luxury building,46205186,Pierre,,Central & Western,22.28552,114.14002,Entire home/apt,3000,6,2,2018-03-15,0.04,1,295,0,
21755091,21C Tanford Western style 2 bedroom apartment,76545056,Rita,,Islands,22.29141,113.9402,Entire home/apt,850,30,0,,,19,362,0,
21756216,"Comfortable 3BR Apartment in TST, Spacious",123664635,Ricky,,Yau Tsim Mong,22.30322,114.17188,Entire home/apt,1166,1,66,2019-07-26,1.50,3,87,8,
21756250,Cozy 2 Bedroom Near Times Square,48553350,David,,Wan Chai,22.27802,114.18452,Entire home/apt,1000,30,6,2018-04-16,0.14,3,250,0,
21761317,"Cozy Studio near Wan Chai MTR, Hong Kong",138649185,Fiona,,Wan Chai,22.27639,114.17476,Private room,999,30,0,,,179,364,0,
21781074,旅行中暂不接待,157731750,Beata,,Tsuen Wan,22.35112,114.06009,Private room,69967,180,76,2018-07-02,1.60,1,180,0,
21789242,文化故事出租民宿,158782176,娜,,Yuen Long,22.44714,114.01371,Entire home/apt,1520,1,0,,,1,180,0,
21792044,Comfy Top Floor 220sqft Single Room,121481836,J Plus Hotel,,Wan Chai,22.27776,114.18641,Hotel room,1000,1,1,2018-02-16,0.02,4,365,0,
21794284,和风房,157862535,得,,Sha Tin,22.37039,114.17637,Private room,350,28,1,2018-02-23,0.02,1,178,0,
21799621,Snugsuites Room C,158278138,Snugsuites,,Wan Chai,22.28062,114.18576,Private room,500,30,1,2018-10-28,0.03,2,362,0,
21832911,"Flat Share Room in Mid-Level, Central",67709885,Steven,,Central & Western,22.28087,114.15094,Private room,180,31,0,,,270,179,0,
21839698,comfortable flat with 5 min walk to mtr,139368199,Simon,,Eastern,22.28305,114.21291,Private room,305,1,6,2019-04-19,0.19,1,179,0,
21841803,A HOMELY PLACE IN A GREAT AREA OF H K!,7483132,Vanessa,,Central & Western,22.28756,114.14372,Private room,479,2,33,2019-08-12,0.74,1,0,0,
21858256,Cozy 2 Bedroom Apt in CWB- 1 min to Times Square,48553350,David,,Wan Chai,22.27896,114.18333,Entire home/apt,1000,30,32,2019-10-29,0.69,3,178,0,
21858718,"QUEEN or TWIN BED, STUDIO IN MONGKOK.",138649185,Fiona,,Yau Tsim Mong,22.31956,114.16419,Private room,600,28,0,,,179,364,0,
21884654,50% off!! 4 Mins to LKF! Limited offer*,157916458,Travelodge Central,,Central & Western,22.2867,114.14822,Entire home/apt,340,1,21,2019-09-08,0.45,5,358,3,
21884656,50% off! Heart of central HK! 4 mins to LKF,157916458,Travelodge Central,,Central & Western,22.28452,114.14832,Entire home/apt,336,1,38,2020-02-06,0.85,5,357,11,
21884660,50% off!! 8mins walk to Sheung Wan MTR!*,157916458,Travelodge Central,,Central & Western,22.28683,114.149,Entire home/apt,340,1,13,2019-05-02,0.43,5,364,2,
21884665,50% off!!  Convenience Location! 8Mins to MTR,157916458,Travelodge Central,,Central & Western,22.28477,114.14715,Entire home/apt,340,1,7,2019-10-27,0.17,5,364,1,
21884671,50% off!! Modern furnishing room! 8min to MTR!,157916458,Travelodge Central,,Central & Western,22.28648,114.14736,Entire home/apt,340,1,13,2018-10-17,0.38,5,364,1,
21884932,2-bedroom suite near Ho Man Tin MTR check out 1pm,56570136,The Grand Blossom,,Kowloon City,22.30764,114.18472,Private room,893,1,3,2018-07-29,0.07,19,0,1,
21887082,Peaceful nest in Hong Kong,4424311,Karine,,Islands,22.2288,114.10547,Entire home/apt,886,1,173,2021-06-21,3.70,1,69,53,
21902133,Bright studio with Private Rooftop!,17440609,Mac,,Central & Western,22.28389,114.1518,Entire home/apt,990,1,53,2017-12-16,1.14,1,0,12,
21932378,"順興賓館
Shinny Inn",109617010,Shinny Inn,,Yau Tsim Mong,22.30758,114.17006,Private room,350,1,24,2019-09-04,0.51,2,365,0,
21938617,Shared space in MONGKONG(1),2767559,Mark,,Yau Tsim Mong,22.31928,114.16808,Shared room,100,1,0,,,14,88,0,
21950964,Hong Kong TsimShaTsui 2000 ft flat Olympic station,42285789,German,,Yau Tsim Mong,22.31458,114.16309,Entire home/apt,2000,30,1,2018-02-05,0.02,1,362,0,
21951521,Shared space in MONGKONG 2,2767559,Mark,,Yau Tsim Mong,22.31911,114.17023,Shared room,561,1,0,,,14,88,0,
21952880,A modern new apartment with 2 bedrooms in Mongkok,145631281,Serena,,Yau Tsim Mong,22.31962,114.17224,Entire home/apt,1399,1,0,,,1,266,0,
21961333,MTR cozy apartment for 5-10pax,160324909,Michelle,,Yau Tsim Mong,22.31646,114.16906,Entire home/apt,8171,30,12,2019-01-23,0.25,2,365,0,
21969122,"YX5,5人四床房+旺角购物街+亚皆老街先达广场楼上+朗豪坊+女人街+电子街",122131447,Debe,,Kowloon City,22.31586,114.17743,Private room,12166,1,3,2019-01-29,0.08,83,0,0,
21972062,"Open-plan Deluxe Studio, Kowloon",138649185,Fiona,,Yau Tsim Mong,22.31998,114.16156,Private room,850,30,0,,,179,364,0,
21984354,Beach-side Holiday Camp Room 303,146408355,HK Victoria Resort,,Islands,22.24072,113.97625,Private room,900,1,22,2021-06-09,0.54,6,56,6,
21985188,"Near Airport, The big Buddha, Disney, Tai O, Beach",110624826,Nam,,Islands,22.22569,113.92841,Entire home/apt,1657,1,52,2019-07-14,1.20,2,172,14,
21986744,【純白】單人24hrs小時電子鎖check-in﹐下樓即達地鐵+商場﹐15分鐘到達旺角尖沙嘴，可長租,103784016,WaH,,Kwun Tong,22.32265,114.21325,Private room,178,29,121,2019-03-16,2.57,2,0,0,
21988668,Studio in the heart of Sheung Wan- Possession st.,138649185,Fiona,,Central & Western,22.28592,114.14741,Entire home/apt,900,60,0,,,179,364,0,
21989343,Modern mid-level Apt 1 rm with a view,61942958,Lisa,,Wan Chai,22.27546,114.16874,Private room,570,2,5,2018-03-31,0.11,4,179,0,
22020552,"180° Seaview 60[M], 2-BR apt with metro cross road",7787018,Franzen,,Sai Kung,22.30673,114.25898,Entire home/apt,1400,3,6,2019-12-25,0.20,1,48,2,
22022438,!5 min frm MTR!Cozy 2 BDR @ the heart of KLN - TST,160817455,Andy,,Yau Tsim Mong,22.29734,114.17305,Entire home/apt,9441,5,31,2019-03-18,0.68,1,72,0,
22024590,♥香港最佳住宿♥貓途鷹網站推介♥雅緻雙床套房♥佐敦地鐵站旁♥購物遊客區♥多間米芝蓮食店♥,7582499,Max,,Yau Tsim Mong,22.30467,114.1715,Private room,1000,1,0,,,7,364,0,
22038386,"Urban and Central Studios, Hong Kong",138649185,Fiona,,Wan Chai,22.27977,114.18904,Private room,500,28,1,2018-01-20,0.02,179,364,0,
22051603,【180度觀賞日出】城市夜景﹐1分鐘到地鐵+商場﹐15分鐘到旺角﹐尖沙嘴﹐40分到Disney迪士尼,103784016,WaH,,Kwun Tong,22.32218,114.21308,Private room,462,29,77,2019-12-22,1.63,2,21,0,
22070503,"COMFORT STUDIOS IN CWB, HK",138649185,Fiona,,Wan Chai,22.2809,114.17183,Private room,580,30,0,,,179,364,0,
22071206,Family Room (Strawberry Guest House),160571771,Money,,Yau Tsim Mong,22.29529,114.17172,Private room,3850,1,1,2018-02-19,0.02,2,90,0,
22077477,[初心]福田口岸会展中心直达北站温馨两居室可居4一6人,122912357,唐萌,,Yuen Long,22.51638,114.0706,Entire home/apt,390,1,55,2019-05-09,1.17,1,176,4,
22088298,"New apartment in great, central location",118511601,Neil,,Wan Chai,22.27543,114.17095,Entire home/apt,1000,4,11,2019-01-01,0.33,1,0,0,
22101558,26E Tanford 2 bedroom with 1 bathroom apartment,76545056,Rita,,Islands,22.29331,113.94169,Entire home/apt,850,30,1,2018-06-30,0.02,19,358,0,
22109791,Bonham Strand West Luxury Studio *7B,14861546,Tane Residence,,Central & Western,22.28772,114.14912,Entire home/apt,512,10,1,2020-03-15,0.05,110,340,0,
22109994,Bonham Strand West Luxury Studio *7C,14861546,Tane Residence,,Central & Western,22.2877,114.14946,Entire home/apt,531,14,0,,,110,323,0,
22113225,PENG CHAU - Hong Kong's Hidden paradise island,143674380,Jhenn,,Islands,22.28637,114.03963,Private room,376,2,87,2021-03-26,1.87,1,73,21,
22124056,1007 Tung Chung 2 Bedrooms apartment,76545056,Rita,,Islands,22.29476,113.94943,Entire home/apt,850,30,0,,,19,362,0,
22124182,0710 1 Bedroom Apartment in Tung Chung,76545056,Rita,,Islands,22.29192,113.95001,Entire home/apt,750,30,0,,,19,362,0,
22125894,QUIET & CENTRAL APARTMENT (TAI PING SHAN ST),28485290,Bridget,,Central & Western,22.28527,114.14918,Entire home/apt,650,3,19,2019-09-21,0.56,1,0,1,
22131624,Mong Kok旺角西洋菜南街舒適2人房5102,161669067,Yuen King,,Yau Tsim Mong,22.31842,114.16923,Private room,420,1,104,2019-10-27,2.25,4,180,0,
22134553,（月租）地鐵站步行5分鐘有電梯窗戶衛浴獨立房間,80873942,Aline,,Sham Shui Po,22.33097,114.16378,Entire home/apt,399,90,47,2019-08-31,1.11,9,180,0,
22134606,靠近地鐵站有電梯窗戶獨立衛浴寬敞房間,161689538,Kerryn,,Sham Shui Po,22.33166,114.16266,Entire home/apt,229,100,5,2018-06-19,0.11,1,180,0,
22136198,"MAGNIFICENT VICTORIA HARBOUR VIEWS, STUDIO IN CWB",138649185,Fiona,,Wan Chai,22.28421,114.18705,Private room,840,28,0,,,179,364,0,
22145001,旺角西洋菜南街舒適2人房5101,161669067,Yuen King,,Yau Tsim Mong,22.31873,114.17138,Private room,230,1,4,2018-01-02,0.09,4,171,0,
22145240,Mong Kok 西洋菜南街舒適3人房 5106,161669067,Yuen King,,Yau Tsim Mong,22.31871,114.16978,Entire home/apt,210,1,54,2019-03-05,1.22,4,180,0,
22153195,Mid-Levels Central! Just Next To SOHO,52497507,M³ International Youth Community,,Central & Western,22.28081,114.1516,Entire home/apt,880,2,29,2020-08-01,0.62,5,37,1,
22153498,维景之家两居室,161786654,国杰,,Kowloon City,22.31896,114.17463,Entire home/apt,12045,1,1,2018-01-10,0.02,1,365,0,
22178740,Brand new private room in prime residence building,61942958,Lisa,,Wan Chai,22.27524,114.1671,Private room,399,2,9,2018-07-12,0.20,4,179,0,
22180943,CWB Room available near Time Square (C1d),67709885,Steven,,Wan Chai,22.27638,114.18412,Private room,180,31,0,,,270,179,0,
22182861,Modern Living With Rooftop In Kennedy Town,69725190,Tammy,,Central & Western,22.28367,114.13043,Entire home/apt,780,6,8,2018-04-21,0.17,1,213,0,
22183636,Mong Kok旺角西洋菜南街舒適2人房5105,161669067,Yuen King,,Yau Tsim Mong,22.31892,114.17121,Entire home/apt,240,1,60,2020-01-30,1.29,4,171,1,
22219957,Studio Room in TST (No.1F Kimberley Street) T6a.,67709885,Steven,,Yau Tsim Mong,22.30006,114.17598,Private room,217,29,0,,,270,179,0,
22230848,"Entire,Bright flat w. Rooftop at Super location",162428539,Sunok,,Central & Western,22.28387,114.15437,Entire home/apt,1081,2,36,2021-09-09,1.09,8,157,8,
22236614,Brand new Mid-levels Admiralty BedRoom,61942958,Lisa,,Wan Chai,22.27675,114.16924,Private room,399,2,4,2017-12-31,0.09,4,180,0,
22253693,"Vintage Style Studio in CWB, Hong Kong",138649185,Fiona,,Wan Chai,22.27901,114.18067,Private room,700,26,0,,,179,364,0,
22253841,"QUEENS ROAD STUDIO, SHEUNG WAN",138649185,Fiona,,Central & Western,22.28601,114.15365,Private room,550,30,0,,,179,365,0,
22277128,206 large  Family room with private bathroom,162428539,Sunok,,Central & Western,22.285,114.15136,Private room,1267,3,14,2020-02-27,0.33,8,90,0,
22284202,Nice comfy entire apartment in Sheung Wan（全新装修）,60478364,Clover,,Central & Western,22.28345,114.15403,Private room,350,180,1,2018-09-02,0.03,1,0,0,
22297626,Duplex beach Town house for 6 guests.,162428539,Sunok,,Islands,22.29856,114.01328,Entire home/apt,3102,28,2,2018-10-22,0.05,8,35,0,
22301401,香港長洲渡假屋 No.3 (近沙灘) Cheung Chau,160532277,Yuan Mi,,Islands,22.20996,114.02735,Entire home/apt,879,1,65,2021-10-03,1.39,1,37,12,
22301974,Spacious causeway bay flat with 2 double bedrooms,17284029,Zoe,,Wan Chai,22.28101,114.18493,Entire home/apt,1300,30,2,2018-01-23,0.04,1,89,0,
22326498,"*Best Harbour view, huge apt for big group*",163226308,Angeline,,Wan Chai,22.28117,114.18283,Entire home/apt,988,28,32,2018-07-10,0.72,1,344,0,
22347221,福田口岸地铁口温馨舒适高级公寓/近会展中心/卓悦中心/平安中心/购物公园,163388027,晶悦,,Yuen Long,22.5117,114.06232,Entire home/apt,399,1,40,2019-10-03,0.86,8,363,2,
22347450,超赞180度山湖景观公寓/福田口岸地铁口近会展中心/购物公园/卓悦中心/平安金融中心,163388027,晶悦,,Yuen Long,22.51163,114.06233,Entire home/apt,468,1,97,2018-02-01,2.15,8,364,1,
22351953,Mongkok modern panoramic view studio near MTR.,28030204,Sisy,,Kowloon City,22.32089,114.17536,Entire home/apt,840,3,70,2019-12-25,1.57,2,263,4,
22359870,REMARKABLE Modern CHERRY Room,15586744,Sven,,Sai Kung,22.3027,114.25135,Private room,500,7,6,2018-08-21,0.13,15,305,0,
22360817,Spacious Space in Hong Kong Mid-Levels Central!,52497507,M³ International Youth Community,,Central & Western,22.28382,114.15514,Entire home/apt,1429,2,3,2018-04-30,0.06,5,0,0,
22361117,Mid-Levels Central! Just Next To LKF,52497507,M³ International Youth Community,,Central & Western,22.28382,114.15514,Entire home/apt,700,2,0,,,5,0,0,
22363743,Mid-Levels Central! Just Next To SOHO& LKF,52497507,M³ International Youth Community,,Central & Western,22.28382,114.15514,Entire home/apt,871,2,7,2018-09-19,0.25,5,30,0,
22378636,"1 min MTR, budget comfort room(S)",31947768,Nuts,,Yau Tsim Mong,22.3039,114.17009,Private room,294,7,28,2019-05-06,0.60,25,72,1,
22382584,Sham shui po room available (sp2a),4584648,Ivy,,Sham Shui Po,22.33064,114.16254,Private room,180,30,0,,,384,179,0,
22393593,Yau Ma Tei Room in Flat Share (Y12d),67709885,Steven,,Yau Tsim Mong,22.30928,114.17225,Private room,180,31,0,,,270,94,0,
22393925,large double room 203,162428539,Sunok,,Central & Western,22.28505,114.15154,Private room,1249,2,9,2018-10-14,0.26,8,173,0,
22394746,Nice & Cozy apartment in Heart of HK 5 mins to MTR,163763515,Bun,,Wan Chai,22.27872,114.17747,Entire home/apt,1279,2,0,,,1,365,0,
22412512,Deluxe Studio Unit with  private Terrace /Central,162428539,Sunok,,Central & Western,22.28488,114.14896,Entire home/apt,1314,2,8,2018-11-20,0.24,8,27,2,
22413819,"1min CWB MTR, heart of hk *CONVENIENT*方便舒適，銅鑼灣Sogo",47435672,Frances,,Wan Chai,22.28023,114.18504,Entire home/apt,950,1,88,2019-01-23,1.94,1,161,11,
22415598,旺角地铁站 小清新双床房 独立洗手间 WIFI 电视 空调,116364906,Kiki,,Yau Tsim Mong,22.31655,114.16864,Private room,669,1,15,2019-04-21,0.33,24,89,0,
22424189,1分钟尖沙咀地铁口 干净舒适大床房 獨立衛浴  免費WIFI 空调 电视1,116364906,Kiki,,Yau Tsim Mong,22.29753,114.17181,Private room,706,1,11,2018-11-13,0.24,24,90,0,
22427314,Cozy room in a flat share in Price Edward(pe3f),4584648,Ivy,,Yau Tsim Mong,22.32539,114.16837,Private room,180,30,0,,,384,179,0,
22427572,Nice room in Flat share in Yau Ma Tei,4584648,Ivy,,Yau Tsim Mong,22.30937,114.17253,Private room,180,30,0,,,384,365,0,
22429926,尖沙咀地鐵口+星光大道+維多利亞+海港城+中港城 有窗雙床房 獨立衛浴,116364906,Kiki,,Yau Tsim Mong,22.29946,114.17188,Private room,584,1,66,2019-02-07,1.42,24,90,0,
22455591,"Bunk in Modern, Safe Hostel - 黃金地段/ 鄰近尖沙咀地鐵站",45970651,Atlas Hostel & Backpackers,,Yau Tsim Mong,22.29859,114.17354,Hotel room,131,1,68,2019-10-25,1.48,25,365,0,
22462508,"Nature lover, Camper Rooftop, Private view",157466714,Susanna,,Sha Tin,22.40263,114.21538,Entire home/apt,280,1,0,,,2,1,0,
22463301,★★三人行★★超值之選★三張單人床★佐敦地鐵旁★購物區★獨立洗手間★ 免費行李寄存★免費WI-FI★,7582499,Max,,Yau Tsim Mong,22.30479,114.17148,Private room,490,1,2,2019-02-07,0.05,7,364,0,
22470861,Midlevel admiralty space,61942958,Lisa,,Wan Chai,22.2772,114.16895,Shared room,499,2,0,,,4,180,0,
22477638,如果你們也是高數質有要求的，本舍必定是你們最好的選擇，因為本舍是居上不居下，零投訴零負面的好選擇！,116211186,Polly,,Sai Kung,22.3035,114.25093,Private room,482,1,10,2019-06-14,0.22,2,205,0,
22486999,"1 min MTR, natural and quiet(S)",31947768,Nuts,,Yau Tsim Mong,22.30628,114.17054,Private room,294,7,33,2019-01-14,0.71,25,72,3,
22500000,Serviced studio in HK 炮台山雙人套房平台近地鐵站,162984468,Skygarden,,Eastern,22.29051,114.19345,Private room,290,56,2,2019-06-30,0.06,4,365,0,
22500021,Sales Sales North Point Room in Flat Share (N1a),67709885,Steven,,Eastern,22.28838,114.20136,Private room,180,29,0,,,270,364,0,
22514422,Colife! Perfect flat share for students,127670009,Jason,,Yau Tsim Mong,22.3227,114.16777,Shared room,300,60,0,,,4,87,0,
22516385,同區罕有開揚景色,164067058,Anna,,Eastern,22.28179,114.21973,Entire home/apt,900,1,11,2021-09-05,0.28,2,88,1,
22545244,★★Cozy Double Room★★ 1Min-MTR@Jordan,7582499,Max,,Yau Tsim Mong,22.30481,114.17137,Private room,500,1,0,,,7,364,0,
22555910,Sharing flat room in Causeway Bay(c10e),4584648,Ivy,,Wan Chai,22.27766,114.18282,Private room,180,30,0,,,384,180,0,
22557402,旺角MTR在楼下豪华星级三房一厅三卫酒店公寓住5-10人,160324909,Michelle,,Yau Tsim Mong,22.31294,114.17097,Entire home/apt,1615,100,6,2018-11-17,0.16,2,365,0,
22577601,CHIC CWB STUDIO ON TUNG LO WAN ROAD,138649185,Fiona,,Wan Chai,22.27794,114.19067,Private room,700,30,1,2019-04-10,0.03,179,364,0,
22578170,"1 min MTR, Budget single room 3",31947768,Nuts,,Yau Tsim Mong,22.30537,114.17159,Private room,360,7,41,2019-03-29,0.91,25,51,0,
22582554,新装修，近地铁出口，购物中心，安静舒适的家庭房,47887152,Oceana,,Yau Tsim Mong,22.297,114.17224,Private room,388,2,57,2019-06-09,1.24,5,180,0,
22588143,Bonham Strand West Luxury Studio *7E,14861546,Tane Residence,,Central & Western,22.2857,114.14811,Entire home/apt,600,60,0,,,110,327,0,
22589551,New Amazing Apt  @ Central SOHO,5056201,Joyce,,Central & Western,22.28302,114.15384,Entire home/apt,828,28,15,2019-05-23,0.33,3,264,2,
22594815,35D Hong Kong 3 bedroom with 1 bathroom unit,76545056,Rita,,Islands,22.29199,113.94923,Entire home/apt,1017,30,0,,,19,363,0,
22617624,Triple Room in Kowloon [B1],162186374,Wai Yan,,Yau Tsim Mong,22.30459,114.17225,Private room,350,1,61,2020-01-15,1.33,12,340,2,
22658862,Studio in Causeway Bay(c27c),4584648,Ivy,,Wan Chai,22.28103,114.1831,Private room,217,30,0,,,384,365,0,
22659690,屋主去流浪3個月-CBD地段-征絕佳室友-專業人士在住,96035543,Journey,,Wan Chai,22.28507,114.1908,Private room,283,80,0,,,1,0,0,
22679789,Snugsuites Room D,158278138,Snugsuites,,Wan Chai,22.28092,114.18466,Private room,567,7,0,,,2,363,0,
22693111,Double Room in Kowloon [1],162186374,Wai Yan,,Yau Tsim Mong,22.30653,114.1715,Private room,300,1,108,2019-12-01,2.36,12,336,1,
22735757,Flat Share Room in Tsim Sha Tsui (T7a),67709885,Steven,,Yau Tsim Mong,22.29964,114.17631,Private room,180,29,0,,,270,269,0,
22735880,Sales sales flat share room in Tsimshatsui (T7e),67709885,Steven,,Yau Tsim Mong,22.30167,114.17626,Private room,180,29,0,,,270,269,0,
22736372,⭐⭐⭐⭐⭐ Luxury - Downtown HK - Stunning Views,167858461,Lindsay,,Yau Tsim Mong,22.29654,114.17553,Entire home/apt,2800,3,57,2020-08-12,1.28,1,88,0,
22737572,月租：距離地鐵站400公尺電梯公寓獨立洗手間,167871484,David,,Sham Shui Po,22.3321,114.1654,Entire home/apt,359,180,25,2018-05-28,0.55,1,270,0,
22740914,Pocket-friendly 2BR at Fortress hill,138649185,Fiona,,Yau Tsim Mong,22.32024,114.16348,Entire home/apt,800,28,0,,,179,364,0,
22741757,Studio in Tsimshatsui (T7c),67709885,Steven,,Yau Tsim Mong,22.30145,114.17606,Private room,217,29,0,,,270,269,0,
22741855,Sales Sales Flat Share Room in Tsimshatsui (T7d),67709885,Steven,,Yau Tsim Mong,22.30146,114.17404,Private room,180,29,0,,,270,269,0,
22757366,Near Lei Tung MTR - room for rent (Rm 2 - Rm 6),168085143,Bluejay Residences,,Southern,22.24409,114.15584,Entire home/apt,280,30,1,2018-05-07,0.02,1,179,0,
22842478,有窗北歐風雙床房/尖沙咀地鉄口 海港城 維多利亞  帶獨立衛浴,116364906,Kiki,,Yau Tsim Mong,22.29863,114.17342,Private room,715,1,17,2019-11-12,0.37,24,90,0,
22850418,Sunny & cosy flat with a balcony in South Lantau,2228242,Hillian,,Islands,22.22755,113.93272,Private room,380,2,59,2020-06-23,1.30,1,0,12,
22853034,Triple Room in Kowloon [B5],162186374,Wai Yan,,Yau Tsim Mong,22.30465,114.17097,Private room,500,1,65,2019-05-11,1.44,12,336,0,
22888908,Deluxe Suit Rm 06 At  Jordan Station,103614068,Jack,,Yau Tsim Mong,22.30772,114.17105,Private room,180,1,39,2019-01-28,0.87,8,54,0,
22890518,Double Room in Kowloon [7],162186374,Wai Yan,,Yau Tsim Mong,22.30479,114.17112,Private room,350,1,103,2020-02-06,2.30,12,336,0,
22899725,"2 x Double Bed, Private Rm & Bath, TST (1-4ppl)",70747601,Kevin,,Yau Tsim Mong,22.29847,114.17241,Private room,507,1,11,2019-03-24,0.27,2,0,0,
22908846,1 of d 3 bedrooms w sunny Terrace . modern @西灣河,169587976,Kim,,Eastern,22.28262,114.22455,Private room,300,28,11,2018-04-03,0.27,1,179,0,
22910964,6 People ( 6 個人住 ) Triple+Triple,69917051,Happy Peach,,Yau Tsim Mong,22.3005,114.17398,Private room,7569,1,8,2018-03-19,0.18,9,85,0,
22911206,7 People ( 7個人住 ) Double X 2 + TRIPLE,69917051,Happy Peach,,Yau Tsim Mong,22.29869,114.17332,Private room,3169,1,2,2018-11-21,0.05,9,85,0,
22911245,Private bedroom in cosy apartment @SaiYingPun,77858085,Linda,,Central & Western,22.28672,114.1407,Private room,290,5,26,2019-05-10,0.69,1,0,0,
22911449,9 People ( 9個人住 ) TRIPLE X 3,69917051,Happy Peach,,Yau Tsim Mong,22.29939,114.1741,Private room,8569,1,2,2018-08-04,0.05,9,85,0,
22913858,12 People (12 個人住 )  2 TRIPLE+DOUBLE x3,69917051,Happy Peach,,Yau Tsim Mong,22.29871,114.17192,Entire home/apt,19998,1,1,2019-02-07,0.03,9,85,0,
22947339,Relaxed and comfortable,14316521,Kathy,,North,22.5196,114.19005,Entire home/apt,381,1,0,,,1,90,0,
22948303,Ruby house 1.2m,23376488,Pan,,Yau Tsim Mong,22.30813,114.16987,Private room,400,1,16,2018-02-19,0.36,12,365,0,
22948454,Ruby house  1.5m,23376488,Pan,,Yau Tsim Mong,22.3096,114.17215,Private room,500,1,5,2018-08-27,0.12,12,365,0,
22958309,Causeway Bay stylish and practical big apartment,28030204,Sisy,,Eastern,22.2874,114.19206,Entire home/apt,851,3,4,2019-02-20,0.12,2,39,0,
22959881,"1 min MTR, budget room 2(S)",31947768,Nuts,,Yau Tsim Mong,22.30433,114.16969,Private room,277,7,61,2019-08-21,1.35,25,78,0,
22964268,深圳中心区高档民宿福田口岸会展中心步行方便,103352458,Sarah,,Yuen Long,22.51569,114.06889,Entire home/apt,850,1,1,2019-07-26,0.04,1,154,0,
22977571,BL-1 Min TST MTR  perfect for family & group,117461102,Phoebe / 菲比,,Yau Tsim Mong,22.2966,114.17116,Entire home/apt,2144,1,87,2019-08-14,1.94,5,118,7,
